,importance
sentiment,0.26724405398239626
unique_word_ratio,0.1826413467878347
word_count,0.18048839708868897
avg_word_length,0.14831455233428545
topic_0,0.06867423813697554
topic_2,0.043753944150452986
topic_1,0.04310505569126738
topic_3,0.04258928416526609
topic_4,0.023189127662832636
