,importance
unique_word_ratio,0.2223502982410435
topic_1,0.1518288289023786
topic_0,0.11936393065848051
sentiment,0.10674997776561698
avg_word_length,0.09949917587236409
topic_4,0.09134863738857174
word_count,0.07934505647326369
topic_3,0.07476980587764705
topic_2,0.05474428882063394
