,importance
tag_svd_15,0.113987383248473
tag_svd_18,0.027779844198972246
tag_svd_25,0.021532240012576344
tag_svd_0,0.015287657628547087
tag_svd_14,0.01500886288066637
tag_svd_3,0.013814635270691739
tag_svd_22,0.011989305541371426
tag_svd_11,0.011705416144104502
tag_svd_41,0.011021398198648806
tag_svd_12,0.011003179860261452
